latitude,longitude,neo_altitude,num_satellites,hdc_temperature,bmp_temperature,humidity,pressure,mpu_altitude,time
-33.368446666666664,-70.69021833333333,534.1,04,28.33,29.72,47.79,959.16,0.0,"15/02, 16:06:24"
-33.368341666666666,-70.69021333333333,535.7,04,28.33,29.68,47.79,959.21,0.0,"15/02, 16:06:34"
-33.36830333333333,-70.690205,540.1,05,28.02,29.46,47.81,959.24,0.14,"15/02, 16:06:44"
-33.368428333333334,-70.69022,548.9,04,28.1,29.44,48.21,959.15,0.0,"15/02, 16:07:04"
-33.36848166666667,-70.69022666666666,543.8,05,28.01,29.35,48.71,959.2,-0.0,"15/02, 16:07:14"
-33.368516666666665,-70.69023333333334,544.2,05,28.08,29.37,48.8,959.16,0.05,"15/02, 16:07:24"
-33.36853166666667,-70.69024,546.1,05,28.07,29.42,49.1,959.17,0.01,"15/02, 16:07:34"
-33.36855833333333,-70.69026333333333,546.2,05,28.14,29.48,48.61,959.19,-0.0,"15/02, 16:07:44"
-33.36854,-70.69035,534.7,05,28.12,29.49,48.61,959.17,-0.0,"15/02, 16:07:54"
-33.368433333333336,-70.69043,526.9,05,28.12,29.49,48.61,959.18,0.02,"15/02, 16:08:04"
-33.368336666666664,-70.69038666666667,528.5,06,28.17,29.52,48.51,959.19,0.08,"15/02, 16:08:14"
-33.3685,-70.69035166666667,514.9,05,28.02,29.38,48.51,959.18,0.03,"15/02, 16:08:46"
-33.36828833333333,-70.69026166666667,521.8,05,27.87,29.28,48.14,959.19,0.0,"15/02, 16:08:56"
-33.368293333333334,-70.69025666666667,538.8,06,27.92,29.21,48.24,959.14,0.0,"15/02, 16:09:06"
-33.36844833333333,-70.690295,529.7,05,27.93,29.22,48.63,959.13,-0.0,"15/02, 16:09:16"
-33.368656666666666,-70.69032,525.2,06,27.85,29.25,48.43,959.16,0.02,"15/02, 16:09:26"
-33.36871,-70.690325,529.5,04,27.74,29.12,48.14,959.18,-0.0,"15/02, 16:09:36"
-33.368585,-70.69033833333333,527.9,04,27.74,29.04,48.14,959.15,0.0,"15/02, 16:09:46"
-33.368606666666665,-70.690355,524.8,04,27.74,29.03,48.53,959.16,-0.0,"15/02, 16:09:56"
-33.369005,-70.690385,525.9,05,27.6,28.9,48.26,959.18,0.0,"15/02, 16:10:27"
-33.368671666666664,-70.69029333333333,533.3,06,27.59,28.87,48.36,959.16,-0.0,"15/02, 16:10:37"
-33.36857166666667,-70.6903,511.3,06,27.58,28.88,48.65,959.15,0.03,"15/02, 16:10:47"
-33.36850666666667,-70.69033,503.1,05,27.39,28.74,48.18,959.13,0.0,"15/02, 16:10:57"
-33.368451666666665,-70.69031666666666,497.1,05,27.3,28.62,48.18,959.12,0.0,"15/02, 16:11:07"
-33.368476666666666,-70.690315,505.1,06,27.37,28.59,48.38,959.11,-0.0,"15/02, 16:11:17"
-33.368536666666664,-70.69028666666667,529.5,06,27.35,28.6,48.48,959.16,0.04,"15/02, 16:11:27"
-33.36858,-70.69027166666666,530.2,06,27.3,28.56,48.68,959.11,0.06,"15/02, 16:11:37"
-33.36852833333333,-70.69026666666667,538.4,06,27.35,28.58,48.97,959.17,-0.0,"15/02, 16:11:47"
-33.368431666666666,-70.69029166666667,511.5,06,27.26,28.54,49.17,959.13,0.0,"15/02, 16:11:57"
-33.36822,-70.69028166666666,514.7,04,27.27,28.49,49.07,959.12,0.01,"15/02, 16:12:07"
-33.36828333333333,-70.690305,522.6,06,27.29,28.53,49.27,959.18,0.0,"15/02, 16:12:28"
-33.36828666666667,-70.69028166666666,530.6,04,27.25,28.49,49.17,959.12,0.0,"15/02, 16:12:39"
-33.368215,-70.69027333333334,535.3,04,27.21,28.46,49.19,959.22,-0.0,"15/02, 16:12:50"
-33.368368333333336,-70.69029333333333,538.3,06,26.97,28.21,49.32,959.13,0.0,"15/02, 16:13:00"
-33.36834,-70.69027166666666,537.1,03,27.05,28.27,49.69,959.16,0.0,"15/02, 16:13:31"
-33.368298333333335,-70.69028166666666,527.2,04,27.05,28.23,49.59,959.11,0.0,"15/02, 16:13:41"
-33.368425,-70.69029833333333,518.6,06,27.07,28.26,49.69,959.13,0.0,"15/02, 16:13:51"
-33.36843666666667,-70.69031166666667,516.5,06,27.07,28.26,49.69,959.09,0.11,"15/02, 16:14:01"
-33.36854666666667,-70.69032166666666,519.2,06,27.12,28.32,49.89,959.1,-0.0,"15/02, 16:14:11"
-33.368575,-70.690305,526.6,05,27.15,28.33,49.79,959.1,0.0,"15/02, 16:14:21"
-33.36854,-70.69030333333333,529.2,06,27.21,28.4,49.79,959.09,0.0,"15/02, 16:14:31"
-33.36854666666667,-70.69029833333333,530.3,06,27.29,28.49,49.87,959.11,0.01,"15/02, 16:14:41"
-33.368525,-70.690305,529.1,06,27.36,28.58,49.66,959.13,0.08,"15/02, 16:14:51"
-33.368523333333336,-70.690305,533.1,05,27.35,28.62,48.97,959.11,-0.0,"15/02, 16:15:01"
-33.36844333333333,-70.69030833333333,532.3,05,27.27,28.51,49.07,959.1,0.0,"15/02, 16:15:11"
-33.368383333333334,-70.69029833333333,532.9,05,27.33,28.56,49.07,959.1,0.01,"15/02, 16:15:21"
-33.36821833333333,-70.69027333333334,531.6,05,27.32,28.51,49.07,959.11,0.07,"15/02, 16:15:31"
-33.36819,-70.690265,526.4,05,27.39,28.65,49.17,959.14,0.0,"15/02, 16:15:41"
-33.368298333333335,-70.69029,518.8,05,27.25,28.57,48.88,959.1,-0.0,"15/02, 16:15:51"
-33.368345,-70.69027833333334,518.2,06,27.21,28.45,48.9,959.12,0.0,"15/02, 16:16:01"
-33.368523333333336,-70.690275,531.1,06,27.12,28.37,48.9,959.12,0.04,"15/02, 16:16:11"
-33.368523333333336,-70.690275,531.0,05,27.11,28.27,49.29,959.1,0.0,"15/02, 16:16:21"
-33.368505,-70.69028,527.2,05,27.15,28.34,49.59,959.13,-0.0,"15/02, 16:16:31"
-33.36850166666667,-70.69026833333334,525.7,05,27.2,28.41,49.49,959.14,0.0,"15/02, 16:16:41"
-33.368541666666665,-70.69025333333333,518.6,04,27.29,28.51,49.87,959.09,0.03,"15/02, 16:16:51"
-33.36837333333333,-70.69023,523.5,04,27.33,28.59,49.66,959.11,0.0,"15/02, 16:17:01"
-33.36832833333333,-70.69021666666667,530.7,05,27.36,28.64,49.17,959.14,0.0,"15/02, 16:17:11"
-33.368318333333335,-70.69022,535.1,05,27.39,28.67,48.97,959.09,0.0,"15/02, 16:17:21"
-33.368336666666664,-70.69022166666667,539.1,05,27.44,28.69,48.58,959.12,0.03,"15/02, 16:17:31"
-33.36828166666667,-70.69023166666666,537.1,05,27.37,28.66,48.28,959.1,-0.0,"15/02, 16:17:41"
-33.36832,-70.69025166666667,537.2,05,27.39,28.62,48.48,959.07,-0.0,"15/02, 16:17:51"
-33.36837833333333,-70.69025,527.2,05,27.45,28.68,48.68,959.11,0.0,"15/02, 16:18:01"
-33.36828333333333,-70.69020666666667,521.7,05,27.39,28.64,48.38,959.12,-0.0,"15/02, 16:18:32"
-33.36825,-70.69023833333333,523.3,05,27.35,28.6,48.48,959.11,-0.0,"15/02, 16:18:42"
-33.368368333333336,-70.69025166666667,526.4,05,27.27,28.53,48.58,959.13,-0.03,"15/02, 16:18:52"
-33.36842166666667,-70.69025166666667,528.9,06,27.3,28.5,48.68,959.09,-0.0,"15/02, 16:19:02"
-33.36853166666667,-70.690285,530.2,06,27.29,28.48,48.68,959.13,0.0,"15/02, 16:19:12"
-33.368611666666666,-70.69031,531.3,05,27.35,28.53,48.77,959.08,-0.0,"15/02, 16:19:22"
-33.368676666666666,-70.6903,529.1,06,27.39,28.58,48.77,959.07,0.01,"15/02, 16:19:32"
-33.36861666666667,-70.69029666666667,527.2,06,27.42,28.64,48.97,959.14,-0.0,"15/02, 16:19:42"
-33.368555,-70.69027833333334,521.7,05,27.33,28.52,49.07,959.12,0.06,"15/02, 16:20:13"
-33.36851,-70.69028333333333,525.7,05,27.33,28.53,49.17,959.08,0.0,"15/02, 16:20:23"
-33.36849,-70.69028333333333,525.0,04,27.37,28.6,49.17,959.07,-0.0,"15/02, 16:20:33"
-33.368521666666666,-70.69026166666667,519.6,05,27.45,28.67,49.17,959.08,0.0,"15/02, 16:20:43"
-33.368655,-70.69032666666666,517.6,04,27.45,28.69,48.97,959.09,0.07,"15/02, 16:20:53"
-33.368825,-70.69035166666667,511.9,04,27.51,28.73,49.05,959.07,0.0,"15/02, 16:21:03"
-33.368921666666665,-70.69038833333333,501.4,05,27.54,28.79,49.05,959.11,-0.0,"15/02, 16:21:13"
-33.368838333333336,-70.69035666666667,505.6,04,27.45,28.73,47.89,959.11,0.0,"15/02, 16:21:23"
-33.36866666666667,-70.690335,509.9,05,27.42,28.66,47.39,959.07,0.07,"15/02, 16:21:33"
-33.36859666666667,-70.69034,509.8,05,27.42,28.65,47.59,959.08,0.17,"15/02, 16:21:43"
-33.36862,-70.69034333333333,511.0,05,27.37,28.6,47.59,959.08,-0.0,"15/02, 16:21:53"
-33.36864666666666,-70.69033666666667,513.5,05,27.36,28.59,48.18,959.01,0.0,"15/02, 16:22:03"
-33.368585,-70.69033833333333,516.9,06,27.39,28.61,47.99,959.08,-0.0,"15/02, 16:22:13"
-33.36844,-70.690335,516.1,06,27.47,28.66,47.86,959.1,0.1,"15/02, 16:22:23"
-33.36848166666667,-70.69034833333333,509.2,05,27.54,28.74,48.06,959.11,-0.0,"15/02, 16:22:33"
-33.36846833333333,-70.69029166666667,515.4,05,27.58,28.75,47.56,959.1,-0.01,"15/02, 16:23:04"
-33.36844333333333,-70.69029,517.1,04,27.63,28.83,47.77,959.09,-0.0,"15/02, 16:23:14"
-33.368426666666664,-70.69030666666667,518.6,04,27.67,28.9,47.77,959.11,0.0,"15/02, 16:23:24"
-33.368356666666664,-70.69026333333333,524.6,04,27.65,28.92,47.66,959.14,0.02,"15/02, 16:23:35"
-33.368426666666664,-70.690405,517.0,04,27.59,28.8,47.17,959.12,-0.0,"15/02, 16:24:46"
-33.368451666666665,-70.69039,510.8,04,27.59,28.82,47.17,959.12,0.08,"15/02, 16:24:57"
-33.368491666666664,-70.69040166666667,512.3,04,27.49,28.75,46.88,959.11,0.0,"15/02, 16:25:08"
-33.36855,-70.69036333333334,522.4,04,27.42,28.69,46.89,959.1,-0.0,"15/02, 16:25:18"
-33.36852833333333,-70.69031833333334,531.2,06,27.45,28.68,47.0,959.04,0.03,"15/02, 16:25:28"
-33.36836,-70.69029666666667,513.2,05,27.47,28.64,47.17,959.06,-0.0,"15/02, 16:25:39"
-33.368291666666664,-70.69027833333334,505.1,05,27.49,28.67,47.37,959.04,0.0,"15/02, 16:25:50"
-33.368793333333336,-70.69036333333334,512.1,04,27.65,28.9,47.66,959.06,0.0,"15/02, 16:26:22"
-33.36884333333333,-70.69035,510.2,04,27.68,28.93,47.27,959.02,0.01,"15/02, 16:26:32"
-33.368703333333336,-70.69031666666666,534.9,04,27.71,28.96,47.27,959.04,0.08,"15/02, 16:26:42"
-33.36866,-70.69033,530.0,04,27.77,29.04,47.25,959.07,0.0,"15/02, 16:26:53"
-33.368633333333335,-70.69029166666667,529.5,05,27.77,29.07,46.75,959.05,0.0,"15/02, 16:27:03"
-33.36848833333333,-70.690285,529.7,05,27.83,29.1,46.66,959.07,0.01,"15/02, 16:27:13"
-33.368458333333336,-70.69026666666667,538.0,05,27.86,29.15,46.55,959.06,0.09,"15/02, 16:27:23"
-33.36846833333333,-70.69025833333333,541.1,05,27.93,29.24,46.75,959.06,-0.01,"15/02, 16:27:45"
-33.368433333333336,-70.690275,539.3,05,27.96,29.27,46.63,959.08,0.08,"15/02, 16:27:56"
-33.368435,-70.69028,537.9,06,27.96,29.26,46.53,959.08,-0.06,"15/02, 16:28:06"
-33.368385,-70.69027833333334,532.5,04,28.04,29.31,46.73,959.11,-0.0,"15/02, 16:28:17"
-33.368315,-70.690295,530.9,05,27.98,29.29,46.73,959.12,-0.01,"15/02, 16:28:27"
-33.368206666666666,-70.69029166666667,531.0,06,28.0,29.29,46.83,959.13,0.03,"15/02, 16:28:37"
-33.36801166666667,-70.690255,534.5,04,28.02,29.32,47.03,959.12,0.0,"15/02, 16:28:48"
-33.36788166666667,-70.69025333333333,540.9,04,28.01,29.29,47.13,959.11,-0.0,"15/02, 16:28:58"
-33.368165,-70.690235,530.0,05,27.9,29.16,47.25,959.09,0.06,"15/02, 16:29:40"
-33.36821333333334,-70.69026666666667,525.2,05,27.93,29.22,47.25,959.07,0.15,"15/02, 16:29:50"
-33.36834,-70.69029333333333,520.1,05,27.95,29.26,47.44,959.1,0.0,"15/02, 16:30:00"
-33.368458333333336,-70.69026666666667,527.5,05,27.98,29.33,47.42,959.14,0.05,"15/02, 16:30:31"
-33.368505,-70.69031833333334,522.7,04,27.93,29.28,47.15,959.1,-0.0,"15/02, 16:30:42"
-33.36864166666667,-70.69035333333333,516.1,05,27.93,29.27,47.25,959.1,0.0,"15/02, 16:30:52"
-33.36875333333333,-70.690345,520.6,05,27.96,29.24,47.42,959.08,0.06,"15/02, 16:31:03"
-33.36868666666667,-70.69026166666667,510.2,04,27.92,29.21,47.34,959.11,0.0,"15/02, 16:31:13"
-33.3686,-70.690225,513.5,04,27.93,29.19,47.34,959.07,0.0,"15/02, 16:31:23"
-33.368631666666666,-70.69025166666667,524.7,05,27.93,29.22,47.44,959.07,0.0,"15/02, 16:31:33"
-33.36857666666667,-70.69029,526.0,05,27.82,29.17,47.25,959.1,0.14,"15/02, 16:31:44"
-33.36838,-70.69027333333334,521.0,06,27.86,29.12,47.25,959.09,0.01,"15/02, 16:32:16"
-33.36839333333333,-70.69027166666666,521.0,06,27.73,29.05,46.95,959.15,-0.0,"15/02, 16:32:26"
-33.36845,-70.69031833333334,537.1,06,27.51,28.83,46.58,959.12,0.0,"15/02, 16:32:36"
-33.368465,-70.69034166666667,544.4,06,27.48,28.7,46.78,959.15,-0.0,"15/02, 16:32:46"
-33.368336666666664,-70.69016666666667,518.4,06,27.54,28.71,47.66,959.1,-0.0,"15/02, 16:33:17"
-33.3683,-70.69025,540.3,06,27.58,28.77,47.56,959.1,0.0,"15/02, 16:33:27"
-33.368415,-70.690255,560.0,06,27.59,28.83,47.27,959.08,0.04,"15/02, 16:33:37"
-33.368496666666665,-70.690235,534.2,06,27.55,28.81,47.07,959.11,0.06,"15/02, 16:33:47"
-33.36851166666667,-70.69021333333333,533.3,07,27.6,28.86,47.17,959.11,-0.0,"15/02, 16:33:57"
-33.368415,-70.69002,491.9,04,27.74,28.97,47.54,959.09,0.0,"15/02, 16:34:29"
-33.368385,-70.68998333333333,485.3,04,27.78,29.02,47.34,959.1,-0.0,"15/02, 16:34:39"
-33.368405,-70.689955,484.2,06,27.71,28.96,47.07,959.06,-0.0,"15/02, 16:34:49"
-33.368563333333334,-70.69018833333334,488.1,03,27.93,29.23,47.34,959.05,0.07,"15/02, 16:35:31"
,,,00,28.02,29.36,46.93,959.01,0.07,"15/02, 16:36:02"
-33.36846333333333,-70.69026833333334,534.4,06,28.01,29.35,46.83,959.04,0.1,"15/02, 16:36:12"
-33.368496666666665,-70.690265,538.0,06,28.04,29.38,46.93,959.07,0.0,"15/02, 16:36:23"
-33.368495,-70.69035666666667,552.0,06,28.08,29.42,46.73,959.08,0.0,"15/02, 16:36:34"
-33.36850666666667,-70.690325,527.4,05,28.12,29.46,46.83,959.04,0.14,"15/02, 16:36:45"
-33.36849333333333,-70.69031166666667,521.1,05,28.15,29.48,46.73,959.06,-0.0,"15/02, 16:36:56"
-33.3684,-70.69026,524.0,05,28.22,29.55,46.7,959.02,0.0,"15/02, 16:37:07"
-33.368413333333336,-70.690245,518.3,05,28.26,29.58,46.61,959.02,-0.03,"15/02, 16:37:17"
-33.36839333333333,-70.69013333333334,500.6,04,28.32,29.67,46.61,959.07,0.0,"15/02, 16:37:28"
-33.368363333333335,-70.69024,520.8,05,28.35,29.73,46.51,959.06,-0.0,"15/02, 16:37:38"
-33.36833,-70.690365,549.4,04,28.3,29.73,46.51,959.0,0.06,"15/02, 16:37:49"
-33.368255,-70.69038333333333,552.1,04,28.32,29.69,46.22,959.01,0.07,"15/02, 16:37:59"
-33.36812833333333,-70.69043833333333,548.4,04,28.37,29.72,46.01,959.01,-0.0,"15/02, 16:38:10"
-33.36808333333333,-70.69056666666667,567.5,04,28.41,29.76,46.31,959.02,0.0,"15/02, 16:38:21"
-33.368051666666666,-70.69066833333333,587.4,04,28.35,29.71,46.22,959.05,0.13,"15/02, 16:38:31"
-33.36808,-70.69072333333334,602.2,05,28.38,29.7,46.11,959.05,-0.0,"15/02, 16:38:42"
-33.36817333333333,-70.69064833333333,594.9,05,28.44,29.71,46.51,959.04,-0.0,"15/02, 16:38:52"
-33.36819833333333,-70.69039333333333,541.6,04,28.41,29.74,46.41,959.04,0.03,"15/02, 16:39:03"
-33.36839833333333,-70.69003833333333,485.3,05,28.47,29.79,46.48,959.0,0.0,"15/02, 16:39:14"
-33.36852,-70.69034166666667,541.4,07,28.51,29.87,46.59,958.99,-0.0,"15/02, 16:39:25"
-33.368383333333334,-70.69055833333333,553.9,04,28.52,29.9,46.39,959.04,0.1,"15/02, 16:39:36"
-33.36822333333333,-70.69052666666667,567.9,05,28.56,29.91,46.39,959.03,0.0,"15/02, 16:39:47"
-33.368265,-70.69038666666667,544.2,05,28.56,29.92,46.39,959.1,-0.0,"15/02, 16:39:57"
-33.368431666666666,-70.69028833333333,546.5,05,28.48,29.93,46.09,959.08,0.03,"15/02, 16:40:08"
-33.36857333333333,-70.69031833333334,533.2,07,28.41,29.72,46.51,959.06,0.07,"15/02, 16:40:50"
-33.368645,-70.69034666666667,520.8,06,28.42,29.81,46.51,959.07,-0.0,"15/02, 16:41:01"
-33.36862333333333,-70.690445,512.8,07,28.33,29.71,46.41,959.06,0.0,"15/02, 16:41:11"
-33.368465,-70.69028666666667,513.8,07,28.41,29.76,46.91,959.01,0.0,"15/02, 16:41:44"
-33.368543333333335,-70.69019666666667,516.9,06,28.44,29.77,46.81,959.08,-0.01,"15/02, 16:41:55"
-33.36852833333333,-70.69023666666666,524.1,07,28.35,29.69,46.81,959.09,0.0,"15/02, 16:42:17"
-33.36851166666667,-70.69024166666667,508.3,06,28.3,29.66,46.91,959.07,0.0,"15/02, 16:42:49"
-33.36843833333333,-70.690185,523.8,07,28.27,29.62,46.91,959.04,0.12,"15/02, 16:43:11"
-33.368451666666665,-70.69025666666667,530.4,05,28.25,29.56,47.1,959.06,-0.01,"15/02, 16:43:33"
-33.368446666666664,-70.690275,532.6,05,28.19,29.52,47.03,959.08,0.11,"15/02, 16:43:44"
-33.36850833333333,-70.69028833333333,528.4,06,28.05,29.39,46.73,959.05,0.0,"15/02, 16:43:54"
-33.368516666666665,-70.69025,525.1,06,28.02,29.32,46.93,959.03,-0.0,"15/02, 16:44:04"
-33.36843,-70.690215,528.4,05,28.08,29.36,47.13,959.1,0.0,"15/02, 16:44:26"
-33.368365,-70.69019666666667,535.7,05,27.95,29.23,47.15,959.06,0.0,"15/02, 16:44:36"
-33.368388333333336,-70.69020333333333,536.0,05,27.86,29.14,47.25,959.03,0.0,"15/02, 16:44:46"
-33.36851166666667,-70.69023833333333,532.0,05,27.78,29.04,47.44,959.06,-0.0,"15/02, 16:45:08"
-33.36858333333333,-70.69024333333333,533.2,05,27.65,28.94,47.77,959.08,0.0,"15/02, 16:45:40"
-33.368523333333336,-70.69008333333333,529.1,05,27.63,28.88,48.26,959.05,-0.0,"15/02, 16:46:23"
-33.368478333333336,-70.69046166666666,504.1,05,27.6,28.81,48.46,959.04,-0.0,"15/02, 16:47:04"
-33.368585,-70.69038,505.7,06,27.51,28.82,48.46,959.02,-0.0,"15/02, 16:47:15"
-33.368605,-70.69034333333333,504.1,05,27.51,28.78,48.46,958.99,-0.0,"15/02, 16:47:26"
-33.368543333333335,-70.69027333333334,520.4,05,27.55,28.77,48.65,958.99,0.05,"15/02, 16:47:48"
-33.368563333333334,-70.69032,518.2,06,27.52,28.72,48.75,958.99,0.0,"15/02, 16:47:59"
-33.36854666666667,-70.69026,526.2,06,27.58,28.79,48.65,959.0,0.0,"15/02, 16:48:09"
-33.368536666666664,-70.69025833333333,529.9,05,27.6,28.86,48.65,959.05,0.02,"15/02, 16:48:19"
-33.368543333333335,-70.69025,523.0,05,27.59,28.89,48.26,959.02,0.0,"15/02, 16:48:30"
-33.368521666666666,-70.690235,521.3,05,27.67,28.82,46.88,958.98,0.1,"15/02, 16:49:02"
-33.36850833333333,-70.690235,522.7,06,27.7,28.91,46.88,958.96,-0.0,"15/02, 16:49:13"
-33.36857,-70.69025666666667,529.8,05,27.82,29.09,46.06,959.0,-0.0,"15/02, 16:49:45"
-33.36870666666667,-70.69028333333333,525.2,04,27.87,29.16,46.16,958.96,0.0,"15/02, 16:49:56"
-33.36877833333333,-70.69024333333333,510.1,05,27.92,29.17,45.96,959.0,-0.01,"15/02, 16:50:07"
-33.36865,-70.69015,495.1,04,27.82,29.08,46.06,959.0,-0.0,"15/02, 16:50:18"
-33.368465,-70.690095,491.2,04,27.82,29.12,46.16,959.02,0.0,"15/02, 16:50:28"
-33.368671666666664,-70.69022833333334,511.8,05,27.87,29.17,46.36,959.01,0.19,"15/02, 16:50:39"
-33.36878,-70.69034,532.4,05,27.86,29.16,46.66,959.02,-0.0,"15/02, 16:51:01"
-33.36855333333333,-70.69029333333333,527.3,05,27.87,29.13,46.75,959.0,0.0,"15/02, 16:51:11"
-33.368315,-70.690265,526.3,05,27.78,29.06,46.75,958.99,0.0,"15/02, 16:51:22"
-33.368135,-70.690215,523.4,05,27.83,29.06,46.95,959.0,-0.0,"15/02, 16:51:32"
-33.36834,-70.69025666666667,521.5,05,27.78,29.1,46.85,958.99,0.01,"15/02, 16:51:42"
-33.36839,-70.69029,526.3,05,27.87,29.12,46.85,959.01,0.0,"15/02, 16:52:04"
-33.368415,-70.69030666666667,528.5,05,27.92,29.19,46.95,958.98,0.0,"15/02, 16:52:14"
-33.36841,-70.69031666666666,519.1,05,27.93,29.27,46.85,958.95,0.08,"15/02, 16:52:25"
